id,q_content
b3094,Is this her first day on the job?
b3095,How many games do you think the girl plays
b3096,Is the military soldier cominng home
b3097,Is this woman single or married?
b3098,When was the grass last watered?
b3099,I the umbrella for the rain or the sun? 
b3100,Who do you think is taking the photo? 
b3101,Do you think the giraffe will bite the man?
b3102,Why would a wild animal get so close to humans?
b3103,What game do you think they would rather be playing?
b3104,What would happen if that mesh barrier wasn't there?
b3105,Are there any other elephants near by? 
b3106,How much does this elephant weigh? 
b3107,How many people are helping do the dishes
b3108,Do drying dishes help with cleaning
b3109,Do you think this is a major league team?
b3110,Did the batter hit it out of the ballpark?
b3111,Does this woman live in an antique home?
b3112,Does she have paw prints on her shirt?
b3113,Are these people going somewhere or just standing around?
b3114,How close do you think a horse feels comfortable standing to another horse?
b3115,Which lady cooked the meal?
b3116,HOw many people ate from the meal that was cooked
b3117,Where do you think she is at?
b3118,Do you think it's early morning or late afternoon?
b3119,How old is too old to wash dishes by hand?
b3120,Is washing dishes too tiring when you get old?
b3121,Is she brushing his hair or attempting to play drums on his skull?
b3122,I wonder what sport he liked the best at the Olympics.
b3123,What are the rules of whatever game they're playing?
b3124,Is the person in the blue hat thirsty right now?
b3125,Do you think horses like to have people riding them?
b3126,If you were a horse would you want to be one of these horses?
b3127,Were any planes used in war?
b3128,Which airplane is the oldest
b3129,How many times do you think the elephant has done this?
b3130,Do you think the man is both the owner and care taker of the elephant?
b3131,Why is the lady on the right glaring so at the woman in yellow who is rinsing the dishes?
b3132,What meal do you think they served?
b3133,Is the elephant happy?
b3134,How strong is the chair?
b3135,Are circuses still around
b3136,Training elephants is a lost art or is it cruel
b3137,How do you think they suspended the planes from the ceiling safely
b3138,which do you think is the newest plane
b3139,Where do you reckon these folks are headed?
b3140,Have you ever done dressage?
b3141,What type of sport is played with a short net?
b3142,Are these people having fun?
b3143,Do you think the elephant is happy?
b3144,Are they at a circus?
b3145,Does this elephant like sitting on a chair and performing other tricks for people?
b3146,Did this man train the elephant to perform tricks?
b3147,How many throws can be done one handed?
b3148,Will boats be able to pull right up to the dock?
b3149,Is a dog or a human going to catch that Frizbee?
b3150,It is a soda or an alcoholic beverage that woman is holding?
b3151,Do you think the frisbee goes in the water
b3152,When was the frisbee invented
b3153,Where is the nearest disc golf course?
b3154,Does she need the drink in her left hand to counterbalance her throw?
b3155,Are any of the ships coming in from a war?
b3156,Can you swim in open water?
b3157,Are you able to catch a frisbee with only one hand?
b3158,Aren't summer leisure sports the best?
b3159,Is this the first time she's been out in the sun this season? She seems pale.
b3160,I wonder what kind of fish people are catching in the lake.
b3161,What sort of occasion are these women cleaning up after?
b3162,Are these women all related?
b3163,Is this person playing this game with more than one person?
b3164,Is this person in her backyard or at a city park?
b3165,Do you think it would be a good choice to fly today?
b3166,Are chemtrails an actual concern?
b3167,How many people do you think she's playing catch with?
b3168,Do you think she's on vacation?
b3169,Do you think they are going to lunch?
b3170,Do you think these two know each other?
b3171,what country do you think this is
b3172,what year do you guess this is
b3173,What does the number 350 represent?
b3174,How long have they belonged to this group?
b3175,Is the lady with the bags getting on the train or has she just gotten off the train?
b3176,How far is or has she traveled?
b3177,What is the woman seemingly unhappy about?
b3178,Where in the world is the woman located?
b3179,Do you think the woman holding the umbrella is sleeping?
b3180,Is the couple on the bench in love?
b3181,Have you ever played a game requiring a net?
b3182,Are games played with a net harder to play on asphalt?
b3183,Does this person have a dog with which to share in the game of frisbee?
b3184,What type of music would this person enjoy?
b3185,Do you like to travel and visit historic buildings?
b3186,"Why, do you suppose, can you not exit that direction during specific morning hours?"
b3187,How much does this elephant weigh?
b3188,Is the elephant sitting on a chair?
b3189,do you think she will kick the goal?
b3190,How many matches do you think she has played for this team
b3191,What are they discussing?
b3192,"WILL THETERE BE A DISAGREEMENT?
"
b3193,Do you think all these cars are parked here normally or is there an event?
b3194,What time of the year do you think it is? (e.g. spring/summer/fall)
b3195,What is the square object above the man and the hawk?
b3196,Is the man releasing the hawk or hunting with the hawk?
b3197,Why does this woman look so worried?
b3198,Is the man making her uncomfortable or is he comforting her?
b3201,Why are there children in a rodeo?
b3202,What is the event trying to accomplish?
b3203,How deep is the snow base?
b3204,Is it crowded on the slopes today?
b3205,Which of these people is the supervisor?
b3206,Which food will the dog try to eat on the counter?
b3207,Who is this girl playing frisbee with?
b3208,What other kinds of sports games would this girl be good at?
b3209,The elephants are eating something. What is it?
b3210,Are these Indian or Africa?
b3213,Does this person own her own home? 
b3214,Is this person someone who eats a healthy diet?
b3215,What sport are they playing?
b3216,Do you think they wore sunscreen?
b3217,Where and when were these bananas harvested?
b3218,What price is being charged for them?
b3219,Do you think he's separating different groups?
b3220,Do you think he's directing traffic?
b3221,Why is all that stuff in one bucket?
b3222,Does that umbrella work?
b3223,Is the woman making breakfast or having milk with dessert?
b3224,Does the woman own the kitchen or does she rent it?
b3225,Who is the guy talking to?
b3226,Where is the guy staying at?
b3227,what do you think this guy's job is
b3228,how long do you think it takes to learn to fly a kite like this
b3231,How old is the child with the teddy bear?
b3232,Is she being punished for something?
b3233,How many calories is one slice?
b3234,What do you think they are celebrating?
b3235,How many people need to be in the airport before moving sidewalks are more efficient ways to move about?
b3236,What features might you look for in a piece of luggage?
b3239,Is the person giving the lecture indicating there is two of something?
b3240,Does the hair on the lecturer remind you of Bozo?
b3241,Where do you store your umbrella?
b3242,If you needed an umbrella quickly could you find one?
b3243,What might these women be looking at together?
b3244,"Is this the same woman in different iterations of life, or is different women, looking at the same thing?"
b3245,Does this vendor also grow all of his own wares?
b3246,What other kinds of products does he sell?
b3247,Does Keeneland still not use a race caller or announcer?
b3248,With Covid-19 restrictions are they conducting racing before live audiences again?
b3249,Does this person make peanut butter and jelly sandwiches often?
b3250,Is this sandwich a favorite food of this person?
b3251,Is he going to hit the tennis ball before it hits the ground?
b3252,Who is the player?
b3253,Is this person just playing for fun or is he trying to become a professional ballplayer?
b3254,How old do you think he is?
b3255,Do you think this elephant has feelings of entrapment?
b3256,Will this elephant ever see Africa again?
b3257,Which people will join the woman on the bench?
b3258,Who will be responsible to pick up the trash in the park?
b3259,Are those elephants being harmed?
b3260,What happens if they charge the crowd?
b3261,Will the man on the edge fall down?
b3262,What is the purpose of the man without a skateboard?
b3265,Is this a coed soccer team?
b3266,The goalie is kicking the ball. Does his mean that he made a stop?
b3267,Are they reminiscing about good memories?
b3268,Are they happy their semester in college is done?
b3269,Will they get along?
b3270,Are they shaking hands?
b3271,what do you think the lecture is about
b3272,what question would you ask in this class?
b3273,"Is the elephant friendly? 
"
b3274,Are elephants allowed to walk on the sidewalk?
b3275,Do you think that's home territory for the dog or a new place?
b3276,I wonder if that's the first snow fall of the season or the last.
b3277,What is the time of the year the picture was taken?
b3278,Are the two people at a home or a church?
b3281,What game are they playing?
b3282,Are they related?
b3283,Does this child have a personality disorder?
b3284,What other kinds of flowers would she like to have?
b3285,Why does the younger person have an arm band with the number 210 on it?
b3286,Does this pizza taste good to these women?
b3287,Where is the ball?
b3288,How can she save the serve in the bright sky?
b3291,Isn't he too old for a laptop?
b3292,What store is he in?
b3295,Would you put your children at risk to perform this stunt?
b3296,How high did the dog jump and how low did the handler go?
b3297,How many kites are on that string?
b3298,Is it going to storm before you can reel in all the kites?
b3299,What would this person need to do with his phone in such a hurry?
b3300,Would this man's friend in the background understand what the man is doing?
b3301,Who is this person trying to stop?
b3302,What is this person trying to stop someone from doing?
b3303,Are they on a date?
b3304,Who is paying for he meals?
b3305,Which person will throw the freebie the farthest?
b3306,What color eyes does the person on the left have?
b3307,What are the two guys in the yellow shirts looking at?
b3308,Is what's going on medically related?
b3309,Are surfboards so heavy now it takes two people to carry?
b3310,Does three skegs make this a sailboard?
b3311,Is he wondering am I alone because I did something wrong?
b3312,Am I selfish for wanting some free time to myself?
b3313,Where was this picture taken?
b3314,Why did they go out there?
b3317,Is this kitten the only pet in the house?
b3318,Does this TV have a connection to the internet?
b3319,Is there a local coffee shop in the neighborhood that keeps people from going to Starbucks?
b3320,Where is this historic neighborhood located?
b3321,Who's birthday is she celebrating?
b3322,Is she calling this Friday night dinner?
b3323,"What type of dish is she preparing?
"
b3324,Why is she not wearing gloves to prepare food?
b3325,What country is this
b3326,What are they assessing
b3327,How big are the waves here
b3328,Is the water usually warm here
b3329,Where is this group going?
b3330,Are they all members of the same group?
b3331,What kind of adventures could this person have when riding horses?
b3332,What is this horse thinking about when it looks in the person's eyes?
b3333,I wonder if the baby is really healthy in this picture?
b3334,i wonder if she really likes the food she is eating?
b3335,Where is he going 
b3336,Who are the flowers for
b3337,What do you think this Asian man thinks about the Covid virus?
b3338,Is this man's dress appropriate for a business meeting?
b3341,How high will this athlete go in the air?
b3342,Which direction are they going?
b3343,Is this place crowded
b3344,Do they serve other food besides pizza
b3345,Whee is the farmer that owns these cows?
b3346,How long will it be before the cows get up and go home?
b3347,How old is birthday person
b3348,Is this in china
b3349,Are these people going to a bonfire?
b3350,What is the street name they are on?
b3351,Why are they both dressed as bananas?
b3352,Is it his birthday?
b3353,Should you hold a soccer ball with your hands?
b3354,What are they talking about?
b3355,Which tennis player is the team captain?
b3356,Did any of the players go on to work as a tennis pro?
b3357,Who is she throwing the frisbee to?
b3358,What is she smiling about?
b3359,Is this from a fair
b3360,Was the giraffe won or bought
b3361,Does eating vegetables improve your mood?
b3362,Do children enjoy snacking on vegetables?
b3363,Is this the canteen for a drilling or logging operation?
b3364,"Are those lamps hanging from the structure for heat, light, or both?"
b3365,Is this your place
b3366,Where did you buy your bedspread
b3367,I wonder if this is a real date or two friends just meeting up?
b3368,I wonder if they are arguing or just having a firm conversation?
b3369,What country is this?
b3370,Why are there so many buses?
b3371,Are these mementos the ones used in the movie.
b3372,Is the briefcase functional or just for show.
b3373,What state was this picture taken?
b3374,What color shoes was this woman wearing?
b3375,Is this man as friendly as he looks?
b3376,Is he on the geek squad?
b3377,Who did the painting?
b3378,Is this a skateboard park?
b3379,"From the man's face, do you think he has an ulterior motive in his mind?"
b3380,What kind of work do you think this group plans to do on the laptop?
b3381,How many people are in the audience?
b3382,How old is he? 
b3383,Looks like depression or mental disorders
b3384,"Is it a live cam room, think she has no clothes on"
b3385,Why would people not use a tractor to till the ground?
b3386,Do you consider this mistreatment of the horse?
b3387,"Should a person relax after doing a minimal cleanup?

"
b3388,Do you wonder if the man is comfortable sitting like that?
b3389,Are you allowed to skate here without getting in trouble
b3390,What is your board made from
b3391,Who ordered this vegetarian pizza?
b3392,How many artichokes were used to make this pizza?
b3393,What toppings are on the pizza?
b3394,How does the sauce taste?
b3395,Is it proper to hug people at a office party?
b3396,Have these people had too much to drink?
b3397,What are they listening to?
b3398,Why are they happy?
b3399,How many times did this skier fall when he went down the hill?
b3400,Did it rain today when they were snowboarding?
b3401,I wonder if this is a new gaming concept for the future?
b3402,I wonder if these are potential clients that are interested in this and are questioning if they should invest in it?
b3403,Is she contemplating public transportation
b3404,Will the bus throw water on her
b3405,Did she return the ball when it was served to her?
b3406,Is this tennis play right or left-handed?
b3407,Which country is this in?
b3408,"Why are there no sidewalks?
"
b3409,What does this person feel when they get to the crest of the wave?
b3410,"Where might this beach be, and what season is it?"
b3411,Does color affect sleep cycles?
b3412,Are busts inspiring for learning?
b3413,Will this new construction alleviate all the heavy traffic like in the background?
b3414,How many accidents had to occur before this construction to rebuild the road was budgeted?
b3415,How much did she buy that board for? 
b3416,Is she at home or at a library? 
b3417,What is on the phone that is making this person so happy?
b3418,Where is this person?
b3419,Do you think border collies like the water?
b3420,Doesn't the picture remind you of happy summer days in childhood?
b3421,Where are you traveling too
b3422,Do you like your uniform
b3423,What is the mans favorite genre of film?
b3424,What does this man do for a living?
b3425,What is the special occasion for these jets to be flying? 
b3426,I wonder how much it costs to watch this spectacular jet show? 
b3427,Is there a lifeguard on duty?
b3428,Was this picture taken on a volcanic island or on a rocky coastline like Wales?
b3429,Is that a tattoo of Mary
b3430,Is that a mimosa their drinking
b3431,Who in this image likes spaghetti with ketchup?
b3432,Who in this image has a dog named Todd?
b3433,I've never seen an oven like that - what country is this from?
b3434,What vegetables do you think will be served with this food?
b3435,Do you have any idea what that instrument is?
b3436,Why would a hospital be doing this strange test outside?
b3437,Who is the woman in the middle seizing a photo op?
b3438,Is this couple going to dance with this woman wearing the costume?
b3439,Which kite was bought from the President?
b3440,Who in this image works as a baker?
b3441,What type of game are these kids playing?
b3442,Why is the person’s face red that is sitting at the table?
b3443,What city are they in.
b3444,How many friends does the bride have.
b3445,What is the name of this event?
b3446,Where did this event take place?
b3447,Is it physically taxing to cut bananas?
b3448,How long does it take for bananas to grow again once they have been cut?
b3449,Who in this image is a skilled spy?
b3450,Which person in this image loves to go kayaking? 
b3451,Do you think she's tuning to a soap opera?
b3452,Could that be an air conditioning remote and not a TV one?
b3453,How long does she have to wait before she gets a sale? 
b3454,Does she have a lot of competition? 
b3455,What did this bird eat for breakfast.
b3456,Where in the world was this photo taken.
b3457,Do you think that this is an old picture or just that the man has very old clothes?
b3458,Wouldn't you like to re-dress the gentleman?
b3459,How well does her hat coordinate with her umbrella?
b3460,Can she ride a bike and hold her umbrella at the same time?
b3461,Why are the flowers all blooming
b3462,does tea and wine and candle spell romantic to you
b3463,Are these people homeless?
b3464,Are these people waiting for the train?
b3465,Why are these planes in this field?
b3466,Why is there a golf cart in a field with a bunch of planes?
b3467,Where does the rider on the back work.
b3468,What brand is the motorcycle.
b3469,What does the woman in this image like to do on Tuesday nights?
b3470,Does the woman in this image own a yacht in Miami? 
b3471,Where is this?
b3472,Who owns the boat.
b3473,"Do you think he's a New Yorker, eating pizza in the approved New York way? "
b3474,Don't you wish you'd had a slice about 10 minutes earlier when it was hot?
b3475,Is the person in the image nice?
b3476,What country is the is the person in the image from?
b3477,Where is number 8?
b3478,How bald are those tires.
b3479,What do the businesses think about this going on in front of their stores?
b3480,Where are their parents?
b3481,Are these college students all from the same college?
b3482,Will this cake feed every student who is attending the function?
b3483,"Are we about to see a ball, strike, or hit?"
b3484,Is that real or artificial turf?
b3485,Does an umbrella provide ample shade to keep you cool?
b3486,Why do people open umbrellas inside buildings?
b3487,Is that white arrow pointing the wrong way?
b3488,Shouldn't the catcher have an orange mitt to match his shin guards?
b3489,Who does the teddy bear belong to?
b3490,What's the purpose of that piece of wood?
b3491,What is the purpose of having bicycles go into this tent?
b3492,Is the generator being used for something within the tent other than the lights?
b3493,How old is the cat?
b3494,"Why did the girl curl her hair?
"
b3495,Are these men plotting something evil?
b3496,What is the relationship between these two men?
b3497,Where is the little boy being pushed towards? 
b3498,Is the little boy safe? 
b3499,Do people really go here?
b3500,How dangerous is this?
b3501,Did this skier just ski away from an avalanche threat?
b3502,How deep is this snow pack?
b3503,Why are the walls blue?
b3504,What is in the fridge?
b3505,Does the little girl like wearing a blue outfit and sitting on the pony?
b3506,Is the woman in the pink cap the little girl's mother?
b3507,What are they looking at?
b3508,Are they related or just friends?
b3509,Are these horses in love?
b3510,Is the bigger horse the mama?
b3511,Which team is winning?
b3512,Are they having fun?
b3515,What's the celebration?
b3516,Is the cashier friendly?
b3517,Are they celebrating something?
b3518,Why are they so happy?
b3519,What e-sport are these guys playing?
b3520,What non e-sport do these guys play?
b3521,How many images are cloth?
b3522,Do these images represent all daily activities
b3523,Which skier is from Germany?
b3524,Do the skiers like pizza?
b3525,Where is this?
b3526,What's the temperature here?
b3527,Do parasols inspire dancing?
b3528,Can you balance an open parasol on your palm while dancing in a forest?
b3529,What is the relationship between the kid on the horse and the person in the pink hat?
b3530,What event brought these people together?
b3531,How experienced is the surfboarder?
b3532,Will she fall off the board before reaching shore?
b3533,"Can different countries get along? 
"
b3534,Is the cake big enough for all the guests?
b3535,Is this man sick?
b3536,What is this man watching on his laptop?
b3537,What is the little girl's name?
b3538,Does the little girl like hotdogs?
b3539,How does attitude affect playing tennis?
b3540,Does sponsorship improve the participants' game?
b3541,Is this child celebrating something?
b3542,What is she thinking about?
b3543,Is this a school lunch?
b3544,Is she thinking about her teacher?
b3545,Is this child eating within a classroom or a lunch room?
b3546,Why is there no tray for the food items?
b3547,How fast does the train move?
b3548,Where is the train going?
b3549,What kind of rating does this slope/ ski run have?
b3550,Which mountain range is this ski resort a part of?
b3551,Did this girl score a goal?
b3552,Which team won this match?
b3553,Is this how you know you're not dad's favorite kid?
b3554,Where is the yellow brick road when you need one?
b3555,How many years has the player been on this team?
b3556,Does this player have a batting average above .300?
b3557,Where in the world are these people?
b3558,Are they on a ski slope or just skiing randomly after a snowstorm?
b3559,Are these computers from the 80's?
b3560,Why have two diffrent displays?
b3561,Is this a common activity for everyone?
b3562,Is this being judged by med or women?
b3563,Is this man a chef?
b3564,"This man is attractive, is he married?"
b3565,Where does the dirt road go to? 
b3566,How far does she have to ride?
b3567,What is the score of the match?
b3568,Is this a tournament?
b3569,What is the purpose of this? Birthday party etc
b3570,Did the child ask for this experience?
b3571,How fast can he go?
b3572,What music does he like to listen to when he practices?
b3573,"What city is this being held?
"
b3574,What race is the pitcher?
b3575,Where are these two girls going?
b3576,Do these girls know the man looking at them?
b3577,What country is this activity taking place in?
b3578,What kind of humanitarian effort is taking place here?
b3579,Is the player making a shot or a pass?
b3580,Why aren't there more people in the stands?
b3581,What is the name of the hotel that this bathroom is in?
b3582,Has a maid just visited this hotel room?
b3583,How difficult is it to play a three-stringed instrument?
b3584,Do you hold a bow with your dominant hand?
b3585,What does the graffiti mean?
b3586,Where is this located?
b3587,Do you think the batter got a home run?
b3588,Will the catcher's team win this game?
b3589,Is he playing a game by himself or with others?
b3590,Is this his first time playing wii?
b3591,Does this bus always have to take the cow route?
b3592,Why did a group of cows cross the road?
b3593,What is she looking at?
b3594,Is she in a public place?
b3595,Are there horses present?
b3596,Is she commuting?
b3597,What happened to this airplane?
b3598,Where is this airplane located?
b3599,What are the advantages of shopping in warehouse-type stores?
b3600,Does the lighting in this store affect how shoppers purchase?
b3601,What team won the game?
b3602,Was the player able to get a shot off?
b3603,Is he at a reenactment?
b3604,Can I pet the horse?
b3605,"What transportation is this a terminal for?
"
b3606,What country is this?
b3607,How old are they?
b3608,Is the one on the left wearing boots too?
b3609,What is he eating?
b3610,Is it dark outside?
b3611,Is this another TIK TOK Challenge?
b3612,Is this kid getting high again?
b3613,Why take a selfie in the bathroom mirror?
b3614,How could you add more color to this picture?
b3615,Are these people buying phones?
b3616,What are they waiting for?
b3617,Is this a political event?
b3618,Why is she so happy to be recording?
b3619,Is this an image taken from a scene in a movie or a TV show episode?
b3620,What kind of shoulder straps are those around the man's shoulders?
b3621,Is the woman wearing sports clothing from the brand that is sponsoring her?
b3622,Is the woman thinking about something else besides tennis?
b3623,Where are these cattle heading to?
b3624,"Is this an event of some kind involving just cattle, or are there other animals as well?"
b3625,What country is this taken in?
b3626,Where are the crockadiles?
b3627,"Is this a new family member, the cat?"
b3628,Does this lady own other animals?
b3629,What country or state are these surfers in?
b3630,Is this a professional group or just friends gathering?
b3631,What game do you suppose they are playing?
b3632,Who is winning?
b3633,Do you think the batter realizes the joy of the moment?
b3634,Do you think the coach appreciates the wonder of youth?
b3635,Is this a legal way to sell food?
b3636,Is the food expensive?
b3637,What country are the elephants located?
b3638,How much do the elephants weigh?
b3639,what are these people looking at?
b3640,where is this taking place?
b3641,What's in the truck?
b3642,How long has the guy been on that bench?
b3643,What does the young lady see on the grass?
b3644,Is this a game of frisbee?
b3645,Why did the photographer of this shot include the messy coffee table?
b3646,What type of household is this?
b3647,Does this man need a doctor?
b3648,Is this man sad?
b3649,what language is that sign in?
b3650,what does that sign say?
b3651,How many people can one bus hold?
b3652,"Is this bus being loaded or unloaded, and are people getting on or getting off?"
b3653,Is there anything in life better than a loyal dog?
b3654,Do you think the dog enjoys watching sports?
b3655,Who is this tennis player playing against?
b3656,Is he winning or losing?
b3657,What radio station does the driver of this truck listen to?
b3658,What is the truck driver's favorite type of weather?
b3659,Does the bride intend to feed cake to the groom nicely or smash it in his face?
b3660,"Why does the groom look like he is listening, hand to ear?"
b3661,why does this man look so sad
b3662,where  is this man going
b3665,Does she make this shot?
b3666,Does she win the match?
b3667,What game show is this?
b3668,What prize does the winner get?
b3669,What is the child learning to do?
b3670,How old do you think the child is?
b3671,Is the woman wearing jeans looking at someone who just walked into the room?
b3672,Is the person on the left side of the photo wondering if they should be drinking less alcohol?
b3673,"Are these skiers heading to a ski lift, or to the lodge?"
b3674,Where in the world do you think these people are skiing?
b3675,Why is this woman holding a slow sign?
b3676,What is the officer doing in the street?
b3677,Where was the photo taken?
b3678,What year was the photo taken?
b3679,Where is this ski resort located?
b3680,Are they getting ready for a ski lesson?
b3681,what kind of camera is that?
b3682,is this person getting ready for work?
b3683,Is she a professional tennis player?
b3684,I wonder if she won the match?
b3685,what game is she playing?
b3686,what is in that cup?
b3687,What do these women have in common?
b3688,Where do you suppose this picture was taken?
b3689,Does this person enjoy cross country as well as down hill skiing?
b3690,How often do they ski?
b3691,where is the man flying the kite
b3692,is the man a regular kite flyer
b3693,I wonder what she's drinking.
b3694,Does she live in this neighborhood?
b3695,Does this train travel through any underground tunnels through the mountains?
b3696,How long it this train and how many people can it hold?
b3697,What is the man holding in his hands?
b3698,Where does this man work?
b3699,What position does Mr. Gonzalez play?
b3700,Which team are they playing against?
b3701,What year do you think this photograph was taken?
b3702,"Are the bride and groom headed to the truck, or do they have a limo waiting out of sight?"
b3703,Is this some sort of set for a movie?
b3704,Was this group of travelers lost and needed the help of the person riding the horse?
b3705,Where are these sheep walking to?
b3706,What kind of products comes from the wool of these sheep?
b3707,what is the name of this beach?
b3708,where is this beach located?
b3709,Are they going to eat the pizza after they photograph it?
b3710,I wonder what the pictures of the pizza are going to be used for.
b3711,Do you wonder where he bought his red safety vest?
b3712,What will happen if one of the wires snaps?
b3713,Is the giraffe happy to receive attention from the zoo attendees?
b3714,Are animals in zoos treated humanely compared to their wild counterparts?
b3715,where is the man going
b3716,why is the man alone in a desert
b3717,Do you think there is a chill in the air?
b3718,Do you think it is feeding time?
b3719,Where do you think these people are going?
b3720,Do you think it's cruel for humans to ride elephants?
b3721,Do you think bananas are healthy for older people?
b3722,How do you tell the man is not sad?
b3723,Are the man and the blonde woman a couple?
b3724,What event is this?
b3725,Are these girls learning to Surf?
b3726,Is this all one family?
b3727,Is the woman in the photo trying to lose weight by exercising more?
b3728,Is the room in the photo used to store toys for children who live there?
b3729,Will global climate change affect our ability to enjoy the oudoors?
b3730,Why are humans attracted to beaches and bodies of water for enjoyment?
b3731,How can you make an afternoon special?
b3732,"Maybe they should call this ""The Three Amigas""?"
b3733,What country is this tennis player from?
b3734,Where is this tennis match being played?
b3735,Why is the skier going up the mountain and now down?
b3736,Is this skier a man or a woman?
b3737,Is this man just getting back from deployment or is he leaving for deployment?
b3738,How long has it been since he's seen the little girl?
b3739,How old is this child?
b3740,What else does she like to eat?
b3741,Which skateboarder is more serious about their sport?
b3742,Is the Skateboarder performing the trick an introvert or extravert?
b3743,What is this person waiting for?
b3744,What is their daily routine?
b3745,Do you think anyone here knows what they are trying to achieve?
b3746,Does this look like they are trying to problem-solve or is this a routine thing?
b3747,Do you think the people walking in the image are safe?
b3748,What do you think the people on the lift are looking for?
b3749,Is this a repair a homeowner can complete?
b3750,Is this young woman happy the fridge door came off?
b3751,Is the banana a post workout snack?
b3752,Are you having anything to drink with the banana?
b3753,Should our police forces change their tactics to how they patrol and control crime?
b3754,Should the general public trust the police?
b3755,How can you telll the tennis player is prepared for the match?
b3756,Do you think he is fit enough to win?
b3757,where is this beach located
b3758,are the waves getting too dangerous
b3759,Is she getting ready to sell her board or is she just showing off?
b3760,Do you think her board will hold her up when she's in the water?
b3761,Where are the parents?
b3762,How old are those kids?
b3763,Do you think these skiers are tired?
b3764,Are these skiers competing in the Olympics?
b3765,Why did you remove the door?
b3766,Are you planning to move this frig out?
b3767,Where is this game being played?
b3768,Was this a base hit or an out?
b3769,What is this child eating?
b3770,Where does this child live?
b3771,Where is the train going?
b3772,Why is the door open when no one is boarding or unboarding?
b3773,Where is the located?
b3774,How old is this outhouse?
b3775,Does the person in the image own a minivan?
b3776,Does the person in the image live within one hour of this location?
b3777,Was it very windy that day?
b3778,Were you not cold?
b3779,Are these guys brothers or friends?
b3780,What are they playing?
b3781,"Has ""stoner"" culture become mainstream and what does that mean for our future?"
b3782,Are there really fundamental differences between recent generations or has it always been this way?
b3783,Do you think flying kites in cloudy weather is safe?
b3784,Do you like flying kites?
b3785,Why are two players right next to each other?
b3786,Who is winning the game?
b3787,Do you think the boogie board is hers or a family members?
b3788,Do you think she's getting the board waxed?
b3789,What type of job is being portrayed here?
b3790,Why would someone be hiding in the background like that?
b3791,why isnt the luggage just carried on
b3792,are the people on a ship?
b3793,How many people actually live on these boats?
b3794,Which boat is the most expensive?
b3795,What exactly is this used for?
b3796,Where would the Captain sit?
b3797,What is the purpose of this item?
b3798,Is this object lightweight?
b3799,What brand of snowboard is that?
b3800,Where is he snowboarding?
b3801,How old was this person when they were first introduced to kite flying?
b3802,Where are they?
b3803,What do you think the truck is hauling?
b3804,Do you think this is a gas vehicle or a diesel?
b3805,Who is calling you that you look so excited?
b3806,Did you get some good news?
b3807,Do you think all sports players are aggressive?
b3808,Does sports wear affect sportsmen's performance?
b3809,Where is this restaurant located?
b3810,What is the older man in the background thinking?
b3811,What vegetables do you think babies should eat?
b3812,Do you like broccoli?
b3813,Is this store open 24 hours?
b3814,What do they sell in this store?
b3815,Is it ballet or tennis?
b3816,How long could you hold this pose?
b3817,Ever wonder just what is packed in the multi suitcases a person carries on a vacation?
b3818,Do you think the worker gets paid a living wage for doing this type of work?
b3819,Explain what you think is getting ready to happen in this scene.
b3820,Which person is the horse's trainer and explain why you believe this.
b3821,What kind of motorcycle is that?
b3822,How long has he been riding motorcycles?
b3823,Is this a beach at a lake or the ocean?
b3824,I that the mans daughter at the waters edge?
b3825,Are they playing singles or doubles?
b3826,Is this for fun or are they taking lessons?
b3827,Is the future looking for bleak or optimistic?
b3828,"Since technology is fragile and doesn't age well, will our times be a dark age for future historians?"
b3829,Why is this person riding a motorbike that looks much too small?
b3830,Is this person competing in a competition of some kind?
b3831,How do you think the cow feels in this picture?
b3832,Do you drink milk?
b3833,What are they doing?
b3834,Is that a party?
b3835,Where was this picture taken?
b3836,What sort of person owns this building?
b3837,What kind of foods to giraffes eat?
b3838,Do you think that giraffes are happy in captivity?
b3839,What are these soldiers about to eat?
b3840,Why are these soldiers all smiling?
b3841,Do these people know each other?
b3842,Why is the guy so dressed up for skateboarding?
b3843,Who is she talking to on the phone?
b3844,What is she doing on the computer?
b3845,Do you think the dog was meant to be on the boat?
b3846,What do you think the man thinks about the dog being on the boat?
b3847,Can you smell the rodeo?
b3848,Do you think the horse is enjoying the experience?
b3849,What exactly is this man doing with a pole in his hand on a board?
b3850,Is this a sport this man is doing or something else?
b3851,Whos house is that?
b3852,Are those two women realted?
b3853,Why are the sidewalks so deserted?
b3854,Do you think the dog is going to go around the man and trip him with his leash?
b3855,Is horse racing cruel to the animals?
b3856,"Do horses have an understanding of a ""race"", a sense of winning and losing?"
b3857,How much does this dog resent being dressed up?
b3858,Why does grandma hate her dog so much?
b3859,Why are only a few paying attention to the cutting of the cake?
b3860,What else is so interesting to the others not to be paying attention?
b3861,What kinds of activities do you enjoy doing with your parents when you were growing up?
b3862,Do you know any tricks on keeping a kite up in the sky?
b3863,How old is the baby zebra?
b3864,Where is the baby zebra's mother?
b3865,Are they sisters playing the game?
b3866,What game are the two girls playing?
b3867,what are they going  to make to  eat?
b3868,are those two related?
b3869,What do you think will happen if the man sees the fin of a shark?
b3870,How windy do you think it is to cause these waves?
b3873,Was the dog in the picture adopted or was it bought at a pet store?
b3874,Does the woman in this picture work in the medical field or the education field?
b3875,What do you think happened in the next 20 seconds after this photo was taken?
b3876,What do you think the boy is thinking?
